matrix_index,biokorf_drug_id,drug_name,kg_available,embedding_row
528,BIOKORF_DRUG_528,sitagliptin,True,528
529,BIOKORF_DRUG_529,decitabine,True,529
530,BIOKORF_DRUG_530,posaconazole,True,530
531,BIOKORF_DRUG_531,darunavir,True,531
532,BIOKORF_DRUG_532,telbivudine,True,532
533,BIOKORF_DRUG_533,paliperidone,True,533
534,BIOKORF_DRUG_534,sunitinib,True,534
535,BIOKORF_DRUG_535,varenicline,False,535
536,BIOKORF_DRUG_536,hydralazine,True,536
537,BIOKORF_DRUG_537,exenatide,True,537
538,BIOKORF_DRUG_538,nelarabine,True,538
539,BIOKORF_DRUG_539,corticotropin,True,539
540,BIOKORF_DRUG_540,pirbuterol,True,540
541,BIOKORF_DRUG_541,insulin.aspart,True,541
542,BIOKORF_DRUG_542,insulin.detemir,True,542
543,BIOKORF_DRUG_543,fosamprenavir,True,543
544,BIOKORF_DRUG_544,fosphenytoin,True,544
545,BIOKORF_DRUG_545,cilazapril,True,545
546,BIOKORF_DRUG_546,penbutolol,True,546
547,BIOKORF_DRUG_547,iohexol,True,547
548,BIOKORF_DRUG_548,rasagiline,True,548
549,BIOKORF_DRUG_549,sodium.bicarbonate,False,549
550,BIOKORF_DRUG_550,bezafibrate,True,550
551,BIOKORF_DRUG_551,colchicine,True,551
552,BIOKORF_DRUG_552,danazol,True,552
553,BIOKORF_DRUG_553,tiotropium.bromide,True,553
554,BIOKORF_DRUG_554,ciclesonide,True,554
555,BIOKORF_DRUG_555,cefepime,True,555
556,BIOKORF_DRUG_556,colestyramine,True,556
557,BIOKORF_DRUG_557,flunitrazepam,True,557
558,BIOKORF_DRUG_558,dihydrocodeine,True,558
559,BIOKORF_DRUG_559,bromazepam,True,559
560,BIOKORF_DRUG_560,ursodeoxycholic.acid,True,560
561,BIOKORF_DRUG_561,quazepam,True,561
562,BIOKORF_DRUG_562,everolimus,True,562
563,BIOKORF_DRUG_563,solifenacin,True,563
564,BIOKORF_DRUG_564,tiaprofenic.acid,True,564
565,BIOKORF_DRUG_565,deferasirox,True,565
566,BIOKORF_DRUG_566,valganciclovir,True,566
567,BIOKORF_DRUG_567,roflumilast,True,567
568,BIOKORF_DRUG_568,fusidic.acid,True,568
569,BIOKORF_DRUG_569,fotemustine,True,569
570,BIOKORF_DRUG_570,thiotepa,True,570
571,BIOKORF_DRUG_571,maraviroc,True,571
572,BIOKORF_DRUG_572,cyproterone,True,572
573,BIOKORF_DRUG_573,tetrabenazine,True,573
574,BIOKORF_DRUG_574,ixabepilone,True,574
575,BIOKORF_DRUG_575,febuxostat,True,575
576,BIOKORF_DRUG_576,dronedarone,True,576
577,BIOKORF_DRUG_577,nebivolol,True,577
578,BIOKORF_DRUG_578,nilotinib,True,578
579,BIOKORF_DRUG_579,lorcaserin,True,579
580,BIOKORF_DRUG_580,vildagliptin,True,580
581,BIOKORF_DRUG_581,milnacipran,True,581
582,BIOKORF_DRUG_582,nesiritide,True,582
583,BIOKORF_DRUG_583,oritavancin,True,583
584,BIOKORF_DRUG_584,clevidipine,True,584
585,BIOKORF_DRUG_585,ospemifene,True,585
586,BIOKORF_DRUG_586,iloperidone,True,586
587,BIOKORF_DRUG_587,retigabine,True,587
588,BIOKORF_DRUG_588,ingenol.mebutate,False,588
589,BIOKORF_DRUG_589,belinostat,True,589
590,BIOKORF_DRUG_590,indacaterol,True,590
591,BIOKORF_DRUG_591,trabectedin,True,591
592,BIOKORF_DRUG_592,glatiramer.acetate,True,592
593,BIOKORF_DRUG_593,rotigotine,True,593
594,BIOKORF_DRUG_594,samarium.(153Sm).lexidronam,True,594
595,BIOKORF_DRUG_595,vandetanib,True,595
596,BIOKORF_DRUG_596,ecallantide,True,596
597,BIOKORF_DRUG_597,romiplostim,True,597
598,BIOKORF_DRUG_598,dexlansoprazole,True,598
599,BIOKORF_DRUG_599,telaprevir,True,599
600,BIOKORF_DRUG_600,mipomersen,True,600
601,BIOKORF_DRUG_601,apremilast,True,601
602,BIOKORF_DRUG_602,ustekinumab,True,602
603,BIOKORF_DRUG_603,abiraterone,True,603
604,BIOKORF_DRUG_604,mianserin,True,604
605,BIOKORF_DRUG_605,acetylcysteine,True,605
606,BIOKORF_DRUG_606,romidepsin,True,606
607,BIOKORF_DRUG_607,rufinamide,True,607
608,BIOKORF_DRUG_608,lasofoxifene,True,608
609,BIOKORF_DRUG_609,tapentadol,True,609
610,BIOKORF_DRUG_610,silodosin,True,610
611,BIOKORF_DRUG_611,prasugrel,True,611
612,BIOKORF_DRUG_612,eltrombopag,True,612
613,BIOKORF_DRUG_613,doripenem,True,613
614,BIOKORF_DRUG_614,tolvaptan,False,614
615,BIOKORF_DRUG_615,regadenoson,True,615
616,BIOKORF_DRUG_616,asenapine,True,616
617,BIOKORF_DRUG_617,vernakalant,True,617
618,BIOKORF_DRUG_618,lacosamide,True,618
619,BIOKORF_DRUG_619,dalbavancin,True,619
620,BIOKORF_DRUG_620,rivaroxaban,True,620
621,BIOKORF_DRUG_621,nalmefene,True,621
622,BIOKORF_DRUG_622,avanafil,True,622
623,BIOKORF_DRUG_623,eflornithine,True,623
624,BIOKORF_DRUG_624,droxidopa,True,624
625,BIOKORF_DRUG_625,sitaxentan,True,625
626,BIOKORF_DRUG_626,ziconotide,True,626
627,BIOKORF_DRUG_627,teriparatide,True,627
628,BIOKORF_DRUG_628,temsirolimus,True,628
629,BIOKORF_DRUG_629,amisulpride,True,629
630,BIOKORF_DRUG_630,simeprevir,True,630
631,BIOKORF_DRUG_631,dapagliflozin,True,631
632,BIOKORF_DRUG_632,bazedoxifene,True,632
633,BIOKORF_DRUG_633,ambrisentan,True,633
634,BIOKORF_DRUG_634,doxercalciferol,True,634
635,BIOKORF_DRUG_635,armodafinil,True,635
636,BIOKORF_DRUG_636,etravirine,True,636
637,BIOKORF_DRUG_637,prucalopride,True,637
638,BIOKORF_DRUG_638,pazopanib,True,638
639,BIOKORF_DRUG_639,ceftaroline.fosamil,True,639
640,BIOKORF_DRUG_640,agomelatine,True,640
641,BIOKORF_DRUG_641,apixaban,True,641
642,BIOKORF_DRUG_642,bosutinib,True,642
643,BIOKORF_DRUG_643,axitinib,True,643
644,BIOKORF_DRUG_644,fampridine,True,644
645,BIOKORF_DRUG_645,ofatumumab,True,645
646,BIOKORF_DRUG_646,liraglutide,True,646
647,BIOKORF_DRUG_647,pasireotide,True,647
648,BIOKORF_DRUG_648,vilazodone,True,648
649,BIOKORF_DRUG_649,dabigatran.etexilate,True,649
650,BIOKORF_DRUG_650,betahistine,True,650
651,BIOKORF_DRUG_651,degarelix,True,651
652,BIOKORF_DRUG_652,desvenlafaxine,True,652
653,BIOKORF_DRUG_653,dexmethylphenidate,True,653
654,BIOKORF_DRUG_654,fesoterodine,True,654
655,BIOKORF_DRUG_655,gadobutrol,True,655
656,BIOKORF_DRUG_656,naphazoline,True,656
657,BIOKORF_DRUG_657,buserelin,True,657
658,BIOKORF_DRUG_658,betaine,True,658
659,BIOKORF_DRUG_659,bendamustine,True,659
660,BIOKORF_DRUG_660,cabazitaxel,True,660
661,BIOKORF_DRUG_661,capsaicin,True,661
662,BIOKORF_DRUG_662,dalteparin,True,662
663,BIOKORF_DRUG_663,ganirelix,True,663
664,BIOKORF_DRUG_664,histrelin,False,664
665,BIOKORF_DRUG_665,lanreotide,False,665
666,BIOKORF_DRUG_666,lanthanum.carbonate,True,666
667,BIOKORF_DRUG_667,lodoxamide,True,667
668,BIOKORF_DRUG_668,methylnaltrexone.bromide,True,668
669,BIOKORF_DRUG_669,plerixafor,True,669
670,BIOKORF_DRUG_670,raltegravir,True,670
671,BIOKORF_DRUG_671,sodium.phenylbutyrate,True,671
672,BIOKORF_DRUG_672,triptorelin,True,672
673,BIOKORF_DRUG_673,lurasidone,True,673
674,BIOKORF_DRUG_674,ticagrelor,True,674
675,BIOKORF_DRUG_675,tafluprost,True,675
676,BIOKORF_DRUG_676,ivacaftor,True,676
677,BIOKORF_DRUG_677,iodine.ioflupane.(123I),True,677
678,BIOKORF_DRUG_678,vismodegib,True,678
679,BIOKORF_DRUG_679,rilpivirine,True,679
680,BIOKORF_DRUG_680,crizotinib,True,680
681,BIOKORF_DRUG_681,ulipristal,True,681
682,BIOKORF_DRUG_682,fingolimod,True,682
683,BIOKORF_DRUG_683,tesamorelin,True,683
684,BIOKORF_DRUG_684,eribulin,True,684
685,BIOKORF_DRUG_685,boceprevir,True,685
686,BIOKORF_DRUG_686,fidaxomicin,True,686
687,BIOKORF_DRUG_687,cabozantinib,True,687
688,BIOKORF_DRUG_688,ruxolitinib,True,688
689,BIOKORF_DRUG_689,teriflunomide,True,689
690,BIOKORF_DRUG_690,vemurafenib,True,690
691,BIOKORF_DRUG_691,linagliptin,True,691
692,BIOKORF_DRUG_692,perampanel,True,692
693,BIOKORF_DRUG_693,carfilzomib,True,693
694,BIOKORF_DRUG_694,mirabegron,True,694
695,BIOKORF_DRUG_695,tofacitinib,True,695
696,BIOKORF_DRUG_696,regorafenib,True,696
697,BIOKORF_DRUG_697,aclidinium.bromide,True,697
698,BIOKORF_DRUG_698,enzalutamide,True,698
699,BIOKORF_DRUG_699,teduglutide,True,699
700,BIOKORF_DRUG_700,ponatinib,True,700
701,BIOKORF_DRUG_701,bedaquiline,True,701
702,BIOKORF_DRUG_702,fluticasone.furoate,True,702
703,BIOKORF_DRUG_703,canagliflozin,True,703
704,BIOKORF_DRUG_704,glycerol.phenylbutyrate,True,704
705,BIOKORF_DRUG_705,pomalidomide,True,705
706,BIOKORF_DRUG_706,trametinib,True,706
707,BIOKORF_DRUG_707,dabrafenib,True,707
708,BIOKORF_DRUG_708,radium.(223Ra).dichloride,False,708
709,BIOKORF_DRUG_709,afatinib,True,709
710,BIOKORF_DRUG_710,dolutegravir,True,710
711,BIOKORF_DRUG_711,riociguat,True,711
712,BIOKORF_DRUG_712,macitentan,True,712
713,BIOKORF_DRUG_713,sofosbuvir,True,713
714,BIOKORF_DRUG_714,iopamidol,True,714
715,BIOKORF_DRUG_715,aliskiren,True,715
716,BIOKORF_DRUG_716,vorapaxar,True,716
717,BIOKORF_DRUG_717,suvorexant,True,717
718,BIOKORF_DRUG_718,empagliflozin,True,718
719,BIOKORF_DRUG_719,eliglustat,True,719
720,BIOKORF_DRUG_720,ibrutinib,True,720
721,BIOKORF_DRUG_721,cobicistat,True,721
722,BIOKORF_DRUG_722,vortioxetine,True,722
723,BIOKORF_DRUG_723,tasimelteon,True,723
724,BIOKORF_DRUG_724,sodium.oxybate,True,724
725,BIOKORF_DRUG_725,umeclidinium.bromide,True,725
726,BIOKORF_DRUG_726,olodaterol,True,726
727,BIOKORF_DRUG_727,pinaverium,True,727
728,BIOKORF_DRUG_728,benzoyl.peroxide,True,728
729,BIOKORF_DRUG_729,elvitegravir,True,729
730,BIOKORF_DRUG_730,mesna,True,730
731,BIOKORF_DRUG_731,saccharated.iron.oxide,True,731
732,BIOKORF_DRUG_732,florbetapir.(18F),True,732
733,BIOKORF_DRUG_733,flutemetamol.(18F),True,733
734,BIOKORF_DRUG_734,iopromide,True,734
735,BIOKORF_DRUG_735,technetium.(99mTc).tetrofosmin,False,735
736,BIOKORF_DRUG_736,technetium.(99mTc).exametazime,True,736
737,BIOKORF_DRUG_737,nicorandil,True,737
738,BIOKORF_DRUG_738,sodium.aurothiomalate,True,738
739,BIOKORF_DRUG_739,sodium.phosphate,False,739
740,BIOKORF_DRUG_740,iotrolan,False,740
741,BIOKORF_DRUG_741,secretin,True,741
742,BIOKORF_DRUG_742,desirudin,True,742
743,BIOKORF_DRUG_743,temoporfin,True,743
744,BIOKORF_DRUG_744,colestilan,True,744
745,BIOKORF_DRUG_745,tropisetron,True,745
746,BIOKORF_DRUG_746,clobetasol,True,746
747,BIOKORF_DRUG_747,clobetasone,True,747
748,BIOKORF_DRUG_748,atracurium,True,748
749,BIOKORF_DRUG_749,mifamurtide,False,749
750,BIOKORF_DRUG_750,fluticasone,False,750
751,BIOKORF_DRUG_751,candesartan,True,751
752,BIOKORF_DRUG_752,mometasone,True,752
753,BIOKORF_DRUG_753,tedizolid,True,753
754,BIOKORF_DRUG_754,hydroxyprogesterone,True,754
755,BIOKORF_DRUG_755,eslicarbazepine,True,755
756,BIOKORF_DRUG_756,ceftobiprole.medocaril,False,756
