matrix_index,biokorf_drug_id,drug_name,stitch_id,entity_type,optimuskg_ids,optimuskg_node_count,mapping_source,mapping_confidence,kg_mapping_status,requires_manual_review
699,BIOKORF_DRUG_699,teduglutide,CIDm70683012,drug,"[""CHEMBL2104987"", ""DRUGBANK:DB08900""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
700,BIOKORF_DRUG_700,ponatinib,CIDm24826799,drug,"[""CHEMBL1171837""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
701,BIOKORF_DRUG_701,bedaquiline,CIDm05388906,drug,"[""CHEMBL376488""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
702,BIOKORF_DRUG_702,fluticasone.furoate,CIDm09854489,drug,"[""CHEMBL1676""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
703,BIOKORF_DRUG_703,canagliflozin,CIDm24812758,drug,"[""CHEMBL4594217""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
704,BIOKORF_DRUG_704,glycerol.phenylbutyrate,CIDm10482134,drug,"[""CHEMBL2105745""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
705,BIOKORF_DRUG_705,pomalidomide,CIDm00134780,drug,"[""CHEMBL43452""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
706,BIOKORF_DRUG_706,trametinib,CIDm11707110,drug,"[""CHEMBL2103875""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
707,BIOKORF_DRUG_707,dabrafenib,CIDm44462760,drug,"[""CHEMBL2028663""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
708,BIOKORF_DRUG_708,radium.(223Ra).dichloride,CIDm06328144,drug,[],0,triage:FORM_OR_SALT_AMBIGUITY,review_required,review_required,true
709,BIOKORF_DRUG_709,afatinib,CIDm10184653,drug,"[""CHEMBL1173655""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
710,BIOKORF_DRUG_710,dolutegravir,CIDm46216142,drug,"[""CHEMBL1229211""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
711,BIOKORF_DRUG_711,riociguat,CIDm11304743,drug,"[""CHEMBL2107834""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
712,BIOKORF_DRUG_712,macitentan,CIDm16004692,drug,"[""CHEMBL2103873""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
713,BIOKORF_DRUG_713,sofosbuvir,CIDm45375808,drug,"[""CHEMBL1259059""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
714,BIOKORF_DRUG_714,iopamidol,CIDm00065492,drug,"[""CHEMBL1200932""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
715,BIOKORF_DRUG_715,aliskiren,CIDm05493444,drug,"[""CHEMBL1639""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
716,BIOKORF_DRUG_716,vorapaxar,CIDm10077129,drug,"[""CHEMBL493982""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
717,BIOKORF_DRUG_717,suvorexant,CIDm24965990,drug,"[""CHEMBL1083659""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
718,BIOKORF_DRUG_718,empagliflozin,CIDm11949646,drug,"[""CHEMBL2107830""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
719,BIOKORF_DRUG_719,eliglustat,CIDm23652731,drug,"[""CHEMBL2110588""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
720,BIOKORF_DRUG_720,ibrutinib,CIDm24821094,drug,"[""CHEMBL1873475""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
721,BIOKORF_DRUG_721,cobicistat,CIDm25151504,drug,"[""CHEMBL2095208""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
722,BIOKORF_DRUG_722,vortioxetine,CIDm09966051,drug,"[""CHEMBL2104993""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
723,BIOKORF_DRUG_723,tasimelteon,CIDm10220503,drug,"[""CHEMBL2103822""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
724,BIOKORF_DRUG_724,sodium.oxybate,CIDm00010413,drug,"[""CHEMBL1200682""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
725,BIOKORF_DRUG_725,umeclidinium.bromide,CIDm11519069,drug,"[""CHEMBL523299""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
726,BIOKORF_DRUG_726,olodaterol,CIDm11504294,drug,"[""CHEMBL605846""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
727,BIOKORF_DRUG_727,pinaverium,CIDm00040703,drug,"[""CHEMBL1909324""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
728,BIOKORF_DRUG_728,benzoyl.peroxide,CIDm00007187,drug,"[""CHEMBL1200370""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
729,BIOKORF_DRUG_729,elvitegravir,CIDm05277135,drug,"[""CHEMBL204656""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
730,BIOKORF_DRUG_730,mesna,CIDm00000598,drug,"[""CHEMBL975""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
731,BIOKORF_DRUG_731,saccharated.iron.oxide,CIDm06850789,drug,"[""CHEMBL1200823"", ""DRUGBANK:DB09146""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
732,BIOKORF_DRUG_732,florbetapir.(18F),CIDm24822371,drug,"[""CHEMBL1774461""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
733,BIOKORF_DRUG_733,flutemetamol.(18F),CIDm15950376,drug,"[""CHEMBL2042122""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
734,BIOKORF_DRUG_734,iopromide,CIDm00003736,drug,"[""CHEMBL1725""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
735,BIOKORF_DRUG_735,technetium.(99mTc).tetrofosmin,CIDm00004274,drug,[],0,triage:NO_OPTIMUSKG_NODE,review_required,review_required,true
736,BIOKORF_DRUG_736,technetium.(99mTc).exametazime,CIDm00023957,drug,"[""DRUGBANK:DB09163""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
737,BIOKORF_DRUG_737,nicorandil,CIDm00047528,drug,"[""CHEMBL284906""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
738,BIOKORF_DRUG_738,sodium.aurothiomalate,CIDm00022318,drug,"[""DRUGBANK:DB09276""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
739,BIOKORF_DRUG_739,sodium.phosphate,CIDm00001003,drug,[],0,triage:TRUE_CONFLICT,review_required,review_required,true
740,BIOKORF_DRUG_740,iotrolan,CIDm00003738,drug,[],0,triage:NO_OPTIMUSKG_NODE,review_required,review_required,true
741,BIOKORF_DRUG_741,secretin,CIDm16129665,drug,"[""CHEMBL3039582""]",1,evidence_fusion:supported_canonical_name,high,mapped_single,false
742,BIOKORF_DRUG_742,desirudin,CIDm16129703,biologic_or_peptide,"[""CHEMBL1201662"", ""DRUGBANK:DB11095""]",2,triage:BIOLOGIC_OR_PEPTIDE,high,mapped_multi,false
743,BIOKORF_DRUG_743,temoporfin,CIDm00060751,drug,"[""CHEMBL383675""]",1,evidence_fusion:supported_canonical_name,high,mapped_single,false
744,BIOKORF_DRUG_744,colestilan,CIDm00065840,drug,"[""CHEMBL2103800"", ""DRUGBANK:DB11634""]",2,triage:SAFE_MULTI_NODE,high,mapped_multi,false
745,BIOKORF_DRUG_745,tropisetron,CIDm00072165,drug,"[""CHEMBL56564""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
746,BIOKORF_DRUG_746,clobetasol,CIDm00032797,drug,"[""CHEMBL1201362""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
747,BIOKORF_DRUG_747,clobetasone,CIDm00071386,drug,"[""DRUGBANK:DB13158""]",1,evidence_fusion:supported_canonical_name,high,mapped_single,false
748,BIOKORF_DRUG_748,atracurium,CIDm00047319,drug,"[""CHEMBL1201248"", ""CHEMBL1360"", ""DRUGBANK:DB13295""]",3,triage:SAFE_MULTI_NODE,high,mapped_multi,false
749,BIOKORF_DRUG_749,mifamurtide,CIDm11672602,drug,[],0,triage:FORM_OR_SALT_AMBIGUITY,review_required,review_required,true
750,BIOKORF_DRUG_750,fluticasone,CIDm05311101,drug,[],0,triage:FORM_OR_SALT_AMBIGUITY,review_required,review_required,true
751,BIOKORF_DRUG_751,candesartan,CIDm00002541,drug,"[""CHEMBL1016""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
752,BIOKORF_DRUG_752,mometasone,CIDm00441335,drug,"[""CHEMBL1201404""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
753,BIOKORF_DRUG_753,tedizolid,CIDm11234049,drug,"[""CHEMBL1257051""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
754,BIOKORF_DRUG_754,hydroxyprogesterone,CIDm00006238,drug,"[""CHEMBL1062""]",1,evidence_fusion:confirmed_name_structure,very_high,mapped_single,false
755,BIOKORF_DRUG_755,eslicarbazepine,CIDm09881504,drug,"[""CHEMBL315985""]",1,evidence_fusion:name_only_resolved,high,mapped_single,false
756,BIOKORF_DRUG_756,ceftobiprole.medocaril,CIDm12993649,drug,[],0,triage:FORM_OR_SALT_AMBIGUITY,review_required,review_required,true
