matrix_index,drug_name,stitch_id,triage_class,supported_optimuskg_ids,supported_names,candidate_count,evidence_summary,recommended_action,requires_manual_review
699,teduglutide,CIDm70683012,SAFE_MULTI_NODE,"[""CHEMBL2104987"",""DRUGBANK:DB08900""]","[""TEDUGLUTIDE"",""Teduglutide""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL2104987"",""DRUGBANK:DB08900""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL2104987"",""name"":""TEDUGLUTIDE"",""type"":""Protein"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""CILIXQOJUNDIDU-ASQIGDHWSA-N"",""canonical_smiles"":""CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)O)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)O)[C@@H](C)CC"",""source_ids"":[""72305"",""human/EPAR/revestive""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""DRUGBANK:DB08900"",""name"":""Teduglutide"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""CILIXQOJUNDIDU-ASQIGDHWSA-N"",""canonical_smiles"":""CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@@H](N)CC1=CNC=N1)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)CC)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(O)=O)C(O)=O"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain all equivalent cross-namespace nodes without selecting a namespace.,false
708,radium.(223Ra).dichloride,CIDm06328144,FORM_OR_SALT_AMBIGUITY,"[""CHEMBL2107816"",""CHEMBL4297420"",""CHEMBL4300465""]","[""RADIUM"",""RADIUM RA 223 DICHLORIDE"",""RADIUM RA-223""]",3,"{""fused_evidence_class"":""conflicting_evidence"",""name_resolution_status"":""resolved"",""name_selected_id"":""CHEMBL2107816"",""name_candidate_ids"":[],""structure_status"":""multiple_structure_matches"",""structure_match_ids"":[""CHEMBL4297420"",""CHEMBL4300465""],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL2107816"",""name"":""RADIUM RA 223 DICHLORIDE"",""type"":""Small molecule"",""matched_fields"":[],""inchi_key"":""RWRDJVNMSZYMDV-SIUYXFDKSA-L"",""canonical_smiles"":""Cl[223Ra]Cl"",""source_ids"":[""radium%20ra-223%20dichloride"",""74895"",""human/EPAR/xofigo"",""DB08913""],""accession_numbers"":[],""evidence_sources"":[""selected_name_mapping""]},{""optimuskg_id"":""CHEMBL4297420"",""name"":""RADIUM RA-223"",""type"":""Small molecule"",""matched_fields"":[],""inchi_key"":""HCWPIIXVSYCSAN-OIOBTWANSA-N"",""canonical_smiles"":""[223Ra]"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""stitch_structure""]},{""optimuskg_id"":""CHEMBL4300465"",""name"":""RADIUM"",""type"":""Small molecule"",""matched_fields"":[],""inchi_key"":""HCWPIIXVSYCSAN-UHFFFAOYSA-N"",""canonical_smiles"":""[Ra]"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""stitch_structure""]}]}",Review parent/form relationship; do not collapse chemical forms.,true
731,saccharated.iron.oxide,CIDm06850789,SAFE_MULTI_NODE,"[""CHEMBL1200823"",""DRUGBANK:DB09146""]","[""IRON SUCROSE"",""Iron sucrose""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[],""structure_status"":""stitch_found_no_optimuskg_match"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1200823"",""name"":""IRON SUCROSE"",""type"":""Small molecule"",""matched_fields"":[""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis""]},{""optimuskg_id"":""DRUGBANK:DB09146"",""name"":""Iron sucrose"",""type"":"""",""matched_fields"":[""properties.synonyms""],""inchi_key"":""FWZTTZUKDVJDCM-CEJAUHOTSA-M"",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[""DB06790""],""evidence_sources"":[""identity_analysis""]}]}",Retain all compatible cross-namespace nodes; no chemical conflict is present.,false
735,technetium.(99mTc).tetrofosmin,CIDm00004274,NO_OPTIMUSKG_NODE,[],[],0,"{""fused_evidence_class"":""unresolved_unmatched"",""name_resolution_status"":""unmatched"",""name_selected_id"":"""",""name_candidate_ids"":[],""structure_status"":""stitch_found_no_optimuskg_match"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[]}",Keep unmapped and perform later curated/manual ontology review.,true
739,sodium.phosphate,CIDm00001003,TRUE_CONFLICT,"[""CHEMBL1060"",""CHEMBL1187"",""DRUGBANK:DB14523""]","[""PHOSPHORIC ACID"",""Phosphate ion"",""SODIUM PHOSPHATE""]",3,"{""fused_evidence_class"":""conflicting_evidence"",""name_resolution_status"":""resolved"",""name_selected_id"":""CHEMBL1060"",""name_candidate_ids"":[],""structure_status"":""multiple_structure_matches"",""structure_match_ids"":[""CHEMBL1187"",""DRUGBANK:DB14523""],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1060"",""name"":""SODIUM PHOSPHATE"",""type"":""Small molecule"",""matched_fields"":[],""inchi_key"":""BNIILDVGGAEEIG-UHFFFAOYSA-L"",""canonical_smiles"":""O=P([O-])([O-])O.[Na+].[Na+]"",""source_ids"":[""34683"",""sodium%20phosphate"",""sodium%20phosphate,%20dibasic,%20anhydrous"",""DB14502""],""accession_numbers"":[],""evidence_sources"":[""selected_name_mapping""]},{""optimuskg_id"":""CHEMBL1187"",""name"":""PHOSPHORIC ACID"",""type"":""Small molecule"",""matched_fields"":[],""inchi_key"":""NBIIXXVUZAFLBC-UHFFFAOYSA-N"",""canonical_smiles"":""O=P(O)(O)O"",""source_ids"":[""DB09394"",""26078""],""accession_numbers"":[],""evidence_sources"":[""stitch_structure""]},{""optimuskg_id"":""DRUGBANK:DB14523"",""name"":""Phosphate ion"",""type"":"""",""matched_fields"":[],""inchi_key"":""NBIIXXVUZAFLBC-UHFFFAOYSA-K"",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""stitch_structure""]}]}",Manually adjudicate discordant name and structure identities.,true
740,iotrolan,CIDm00003738,NO_OPTIMUSKG_NODE,[],[],0,"{""fused_evidence_class"":""unresolved_unmatched"",""name_resolution_status"":""unmatched"",""name_selected_id"":"""",""name_candidate_ids"":[],""structure_status"":""stitch_found_no_optimuskg_match"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[]}",Keep unmapped and perform later curated/manual ontology review.,true
742,desirudin,CIDm16129703,BIOLOGIC_OR_PEPTIDE,"[""CHEMBL1201662"",""DRUGBANK:DB11095""]","[""DESIRUDIN"",""Desirudin""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1201662"",""DRUGBANK:DB11095""],""structure_status"":""stitch_found_no_optimuskg_match"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1201662"",""name"":""DESIRUDIN"",""type"":""Protein"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[""human/EPAR/revasc""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""DRUGBANK:DB11095"",""name"":""Desirudin"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain supported biologic nodes; structure absence is not disqualifying.,false
744,colestilan,CIDm00065840,SAFE_MULTI_NODE,"[""CHEMBL2103800"",""DRUGBANK:DB11634""]","[""COLESTILAN CHLORIDE"",""Colestilan chloride""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL2103800"",""DRUGBANK:DB11634""],""structure_status"":""stitch_found_no_optimuskg_match"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL2103800"",""name"":""COLESTILAN CHLORIDE"",""type"":""Small molecule"",""matched_fields"":[""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[""human/EPAR/bindren""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""DRUGBANK:DB11634"",""name"":""Colestilan chloride"",""type"":"""",""matched_fields"":[""properties.synonyms""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}",Retain all compatible cross-namespace nodes; no chemical conflict is present.,false
748,atracurium,CIDm00047319,SAFE_MULTI_NODE,"[""CHEMBL1201248"",""CHEMBL1360"",""DRUGBANK:DB13295""]","[""ATRACURIUM"",""Atracurium"",""CISATRACURIUM""]",3,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1360"",""DRUGBANK:DB13295""],""structure_status"":""multiple_structure_matches"",""structure_match_ids"":[""CHEMBL1201248"",""CHEMBL1360"",""DRUGBANK:DB13295""],""intersection_ids"":[""CHEMBL1360"",""DRUGBANK:DB13295""],""candidates"":[{""optimuskg_id"":""CHEMBL1201248"",""name"":""CISATRACURIUM"",""type"":""Small molecule"",""matched_fields"":[],""inchi_key"":""YXSLJKQTIDHPOT-LJCJQEJUSA-N"",""canonical_smiles"":""COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC"",""source_ids"":[""DB00565""],""accession_numbers"":[],""evidence_sources"":[""stitch_structure""]},{""optimuskg_id"":""CHEMBL1360"",""name"":""ATRACURIUM"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""YXSLJKQTIDHPOT-UHFFFAOYSA-N"",""canonical_smiles"":""COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC"",""source_ids"":[""2914""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate"",""stitch_structure""]},{""optimuskg_id"":""DRUGBANK:DB13295"",""name"":""Atracurium"",""type"":"""",""matched_fields"":[""properties.name""],""inchi_key"":""YXSLJKQTIDHPOT-UHFFFAOYSA-N"",""canonical_smiles"":""COC1=C(OC)C=C(CC2C3=CC(OC)=C(OC)C=C3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCC3=CC(OC)=C(OC)C=C3C2CC2=CC(OC)=C(OC)C=C2)C=C1"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate"",""stitch_structure""]}]}",Retain all equivalent cross-namespace nodes without selecting a namespace.,false
749,mifamurtide,CIDm11672602,FORM_OR_SALT_AMBIGUITY,"[""CHEMBL2107354"",""DRUGBANK:DB13615""]","[""MIFAMURTIDE"",""Mifamurtide""]",2,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL2107354"",""DRUGBANK:DB13615""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL2107354"",""name"":""MIFAMURTIDE"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""SARBMGXGWXCXFW-GJHVZSAVSA-M"",""canonical_smiles"":""CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1NC(C)=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+]"",""source_ids"":[""human/EPAR/mepact""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""DRUGBANK:DB13615"",""name"":""Mifamurtide"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""NGIYLSFJGRLEMI-MHTUOZSYSA-M"",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}","Review salt, form, stereochemistry, isotope, or formulation differences.",true
750,fluticasone,CIDm05311101,FORM_OR_SALT_AMBIGUITY,"[""CHEMBL1201396"",""CHEMBL1473"",""RXNORM:41126""]","[""FLUTICASONE"",""FLUTICASONE PROPIONATE"",""fluticasone""]",3,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[""CHEMBL1201396"",""CHEMBL1473"",""RXNORM:41126""],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1201396"",""name"":""FLUTICASONE"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""MGNNYOODZCAHBA-GQKYHHCASA-N"",""canonical_smiles"":""C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)SCF"",""source_ids"":[""5134"",""DB13867""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""CHEMBL1473"",""name"":""FLUTICASONE PROPIONATE"",""type"":""Small molecule"",""matched_fields"":[""properties.synonyms""],""inchi_key"":""WMWTYOKRWGGJOA-CENSZEJFSA-N"",""canonical_smiles"":""CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"",""source_ids"":[""DB00588"",""31441"",""fluticasone%20propionate""],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]},{""optimuskg_id"":""RXNORM:41126"",""name"":""fluticasone"",""type"":""Ingredient"",""matched_fields"":[""properties.name""],""inchi_key"":"""",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis"",""name_candidate""]}]}","Review salt, form, stereochemistry, isotope, or formulation differences.",true
756,ceftobiprole.medocaril,CIDm12993649,FORM_OR_SALT_AMBIGUITY,"[""CHEMBL1652606"",""CHEMBL4297101"",""DRUGBANK:DB14733""]","[""CEFTOBIPROLE MEDOCARIL"",""Ceftobiprole medocaril""]",3,"{""fused_evidence_class"":""unresolved_ambiguous"",""name_resolution_status"":""ambiguous"",""name_selected_id"":"""",""name_candidate_ids"":[],""structure_status"":""stitch_not_found"",""structure_match_ids"":[],""intersection_ids"":[],""candidates"":[{""optimuskg_id"":""CHEMBL1652606"",""name"":""CEFTOBIPROLE MEDOCARIL"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""HFTSMHTWUFCYMJ-FDNJTQOMSA-N"",""canonical_smiles"":""Cc1oc(=O)oc1COC(=O)N1CC[C@@H](N2CC/C(=C\\C3=C(C(=O)O)N4C(=O)[C@@H](NC(=O)/C(=N/O)c5nsc(N)n5)[C@H]4SC3)C2=O)C1"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis""]},{""optimuskg_id"":""CHEMBL4297101"",""name"":""CEFTOBIPROLE MEDOCARIL"",""type"":""Small molecule"",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""MFAWUGGPPMTWPU-INRVRKGJSA-M"",""canonical_smiles"":""Cc1oc(=O)oc1COC(=O)N1CC[C@@H](N2CC/C(=C\\C3=C(C(=O)[O-])N4C(=O)[C@@H](NC(=O)/C(=N/O)c5nsc(N)n5)[C@H]4SC3)C2=O)C1.[Na+]"",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis""]},{""optimuskg_id"":""DRUGBANK:DB14733"",""name"":""Ceftobiprole medocaril"",""type"":"""",""matched_fields"":[""properties.name"",""properties.synonyms""],""inchi_key"":""HFTSMHTWUFCYMJ-YIOMYIDASA-N"",""canonical_smiles"":"""",""source_ids"":[],""accession_numbers"":[],""evidence_sources"":[""identity_analysis""]}]}","Review salt, form, stereochemistry, isotope, or formulation differences.",true
