matrix_index,biokorf_side_id,side_effect_name,sider_umls_cui,meddra_id,meddra_name,canonical_optimuskg_id,alias_optimuskg_ids,optimuskg_node_count,identity_source,mapping_confidence,kg_mapping_status,has_kg_node,requires_review
190,BIOKORF_SIDE_190,coagulopathy,C0005779,10009802,Coagulopathy,,"[""HP_0001928""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
191,BIOKORF_SIDE_191,cognitive disorder,C0009241,10057668,Cognitive disorder,,[],0,sider_umls_pt,high,external_meddra_only,False,True
192,BIOKORF_SIDE_192,cold sweat,C0232431,10009866,Cold sweat,,[],0,sider_umls_pt,high,external_meddra_only,False,True
193,BIOKORF_SIDE_193,colitis,C0009319,10009887,Colitis,meddra:10009887,[],1,sider_umls_pt,high,canonical_meddra_with_kg,True,False
194,BIOKORF_SIDE_194,colitis ischaemic,C0162529,10009895,Colitis ischaemic,,[],0,sider_umls_pt,high,external_meddra_only,False,True
195,BIOKORF_SIDE_195,colitis ulcerative,C0009324,10009900,Colitis ulcerative,,[],0,sider_umls_pt,high,external_meddra_only,False,True
196,BIOKORF_SIDE_196,coma,C0009421,10010071,Coma,,"[""HP_0001259""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
197,BIOKORF_SIDE_197,completed suicide,C0852733,10010144,Completed suicide,,[],0,sider_umls_pt,high,external_meddra_only,False,True
198,BIOKORF_SIDE_198,conduction disorder,C0264886,10010276,Conduction disorder,,"[""HP_0011675""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
199,BIOKORF_SIDE_199,confusion state,,,,,[],0,none,none,no_kg_evidence,False,True
200,BIOKORF_SIDE_200,congenital eye disorder,C0015393,10059159,Congenital eye disorder,,"[""HP_0000478""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
201,BIOKORF_SIDE_201,conjunctival haemorrhage,C0009760,10010719,Conjunctival haemorrhage,,[],0,sider_umls_pt,high,external_meddra_only,False,True
202,BIOKORF_SIDE_202,congestion conjunctival,,,,,[],0,none,none,no_kg_evidence,False,True
203,BIOKORF_SIDE_203,conjunctival oedema,C0151601,10010726,Conjunctival oedema,,[],0,sider_umls_pt,high,external_meddra_only,False,True
204,BIOKORF_SIDE_204,conjunctivitis,C0009763,10010741,Conjunctivitis,meddra:10010741,"[""HP_0000509""]",2,sider_umls_pt,high,meddra_with_alias_kg,True,False
205,BIOKORF_SIDE_205,conjunctivitis allergic,C0009766,10010744,Conjunctivitis allergic,,[],0,sider_umls_pt,high,external_meddra_only,False,True
206,BIOKORF_SIDE_206,connective tissue disorder,C0009782,10061087,Connective tissue disorder,,[],0,sider_umls_pt,high,external_meddra_only,False,True
207,BIOKORF_SIDE_207,constipation,C0009806,10010774,Constipation,meddra:10010774,"[""HP_0002019""]",2,sider_umls_pt,high,meddra_with_alias_kg,True,False
208,BIOKORF_SIDE_208,contusion,C0009938,10050584,Contusion,meddra:10050584,[],1,sider_umls_pt,high,canonical_meddra_with_kg,True,False
209,BIOKORF_SIDE_209,conversion disorder,C0009946,10010893,Conversion disorder,,[],0,sider_umls_pt,high,external_meddra_only,False,True
210,BIOKORF_SIDE_210,coordination abnormal,C0520966,10010947,Coordination abnormal,,[],0,sider_umls_pt,high,external_meddra_only,False,True
211,BIOKORF_SIDE_211,corneal erosion,C0392163,10011013,Corneal erosion,,[],0,sider_umls_pt,high,external_meddra_only,False,True
212,BIOKORF_SIDE_212,corneal lesion,C0151571,10011026,Corneal lesion,,[],0,sider_umls_pt,high,external_meddra_only,False,True
213,BIOKORF_SIDE_213,corneal opacity,C0010038,10011035,Corneal opacity,,"[""HP_0007957""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
214,BIOKORF_SIDE_214,coronary artery disease,C1956346,10011078,Coronary artery disease,,[],0,sider_umls_pt,high,external_meddra_only,False,True
215,BIOKORF_SIDE_215,cough,C0010200,10011224,Cough,meddra:10011224,"[""HP_0012735""]",2,sider_umls_pt,high,meddra_with_alias_kg,True,False
216,BIOKORF_SIDE_216,regional enteritis of unspecified site,,,,,[],0,none,none,no_kg_evidence,False,True
217,BIOKORF_SIDE_217,crying,C0010399,10011469,Crying,,[],0,sider_umls_pt,high,external_meddra_only,False,True
218,BIOKORF_SIDE_218,cushing syndrome,,,,,[],0,none,none,no_kg_evidence,False,True
219,BIOKORF_SIDE_219,cyanosis,C0010520,10011703,Cyanosis,,[],0,sider_umls_pt,high,external_meddra_only,False,True
220,BIOKORF_SIDE_220,cyst,C0010709,10011732,Cyst,,[],0,sider_umls_pt,high,external_meddra_only,False,True
221,BIOKORF_SIDE_221,cystitis,C0010692,10011781,Cystitis,,[],0,sider_umls_pt,high,external_meddra_only,False,True
222,BIOKORF_SIDE_222,cystitis haemorrhagic,C0085692,10011793,Cystitis haemorrhagic,,[],0,sider_umls_pt,high,external_meddra_only,False,True
223,BIOKORF_SIDE_223,cystitis non infective,,,,,[],0,none,none,no_kg_evidence,False,True
224,BIOKORF_SIDE_224,deafness,C0011053,10011878,Deafness,,"[""HP_0000365""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
225,BIOKORF_SIDE_225,decreased appetite,C0232462,10061428,Decreased appetite,meddra:10061428,[],1,sider_umls_pt,high,canonical_meddra_with_kg,True,False
226,BIOKORF_SIDE_226,deep vein thrombosis,C0149871,10051055,Deep vein thrombosis,meddra:10051055,[],1,sider_umls_pt,high,canonical_meddra_with_kg,True,False
227,BIOKORF_SIDE_227,dehydration,C0011175,10012174,Dehydration,meddra:10012174,[],1,sider_umls_pt,high,canonical_meddra_with_kg,True,False
228,BIOKORF_SIDE_228,delirium,C0011206,10012218,Delirium,meddra:10012218,[],1,sider_umls_pt,high,canonical_meddra_with_kg,True,False
229,BIOKORF_SIDE_229,delusion,C0011253,10012239,Delusion,,"[""HP_0000746""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
230,BIOKORF_SIDE_230,dementia,C0497327,10012267,Dementia,,"[""HP_0000726""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
231,BIOKORF_SIDE_231,dental caries,C0011334,10012318,Dental caries,,[],0,sider_umls_pt,high,external_meddra_only,False,True
232,BIOKORF_SIDE_232,depressed level of consciousness,C0549249,10012373,Depressed level of consciousness,,[],0,sider_umls_pt,high,external_meddra_only,False,True
233,BIOKORF_SIDE_233,depressed mood,C0344315,10012374,Depressed mood,,[],0,sider_umls_pt,high,external_meddra_only,False,True
234,BIOKORF_SIDE_234,depression,C0011570,10012378,Depression,meddra:10012378,[],1,sider_umls_pt,high,canonical_meddra_with_kg,True,False
235,BIOKORF_SIDE_235,feeling unreal,,,,,[],0,none,none,no_kg_evidence,False,True
236,BIOKORF_SIDE_236,dermatitis,C0011603,10012431,Dermatitis,,"[""HP_0011123""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
237,BIOKORF_SIDE_237,dermatitis acne,,,,,[],0,none,none,no_kg_evidence,False,True
238,BIOKORF_SIDE_238,dermatitis atopic,C0011615,10012438,Dermatitis atopic,,[],0,exact_meddra_pt_name,high,external_meddra_only,False,True
239,BIOKORF_SIDE_239,dermatitis bullous,C0085932,10012441,Dermatitis bullous,,[],0,sider_umls_pt,high,external_meddra_only,False,True
240,BIOKORF_SIDE_240,dermatitis contact,C0011616,10012442,Dermatitis contact,,[],0,sider_umls_pt,high,external_meddra_only,False,True
241,BIOKORF_SIDE_241,dermatitis exfoliating,,,,,[],0,none,none,no_kg_evidence,False,True
242,BIOKORF_SIDE_242,diabetes mellitus,C0011849,10012601,Diabetes mellitus,meddra:10012601,"[""HP_0000819""]",2,sider_umls_pt,high,meddra_with_alias_kg,True,False
243,BIOKORF_SIDE_243,diarrhoea,C0011991,10012735,Diarrhoea,,"[""HP_0002014""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
244,BIOKORF_SIDE_244,diarrhoea haemorrhagic,C0151594,10012741,Diarrhoea haemorrhagic,,[],0,sider_umls_pt,high,external_meddra_only,False,True
245,BIOKORF_SIDE_245,diplopia,C0012569,10013036,Diplopia,meddra:10013036,"[""HP_0000651""]",2,sider_umls_pt,high,meddra_with_alias_kg,True,False
246,BIOKORF_SIDE_246,discomfort,C0234215,10013082,Discomfort,,[],0,sider_umls_pt,high,external_meddra_only,False,True
247,BIOKORF_SIDE_247,disorientation,C0233407,10013395,Disorientation,,[],0,sider_umls_pt,high,external_meddra_only,False,True
248,BIOKORF_SIDE_248,disseminated intravascular coagulation,C0012739,10013442,Disseminated intravascular coagulation,,"[""HP_0005521""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
249,BIOKORF_SIDE_249,disturbance in attention,C0233414,10013496,Disturbance in attention,,[],0,sider_umls_pt,high,external_meddra_only,False,True
250,BIOKORF_SIDE_250,disturbance in sexual arousal,C0855242,10058929,Disturbance in sexual arousal,,[],0,sider_umls_pt,high,external_meddra_only,False,True
251,BIOKORF_SIDE_251,diverticulitis,C0012813,10013538,Diverticulitis,,[],0,sider_umls_pt,high,external_meddra_only,False,True
252,BIOKORF_SIDE_252,dizziness,C0012833,10013573,Dizziness,meddra:10013573,"[""HP_0002321""]",2,sider_umls_pt,high,meddra_with_alias_kg,True,False
253,BIOKORF_SIDE_253,dizziness postural,C0234987,10013578,Dizziness postural,,[],0,sider_umls_pt,high,external_meddra_only,False,True
254,BIOKORF_SIDE_254,drug eruption,C0011609,10013687,Drug eruption,,[],0,sider_umls_pt,high,external_meddra_only,False,True
255,BIOKORF_SIDE_255,drug hypersensitivity,C0013182,10013700,Drug hypersensitivity,,[],0,sider_umls_pt,high,external_meddra_only,False,True
256,BIOKORF_SIDE_256,drug ineffective,C0852908,10013709,Drug ineffective,,[],0,sider_umls_pt,high,external_meddra_only,False,True
257,BIOKORF_SIDE_257,dry eye,C0314719,10013774,Dry eye,,[],0,sider_umls_pt,high,external_meddra_only,False,True
258,BIOKORF_SIDE_258,dry mouth,C0043352,10013781,Dry mouth,meddra:10013781,[],1,exact_meddra_pt_name,high,canonical_meddra_with_kg,True,False
259,BIOKORF_SIDE_259,dry skin,C0151908,10013786,Dry skin,meddra:10013786,"[""HP_0000958""]",2,sider_umls_pt,high,meddra_with_alias_kg,True,False
260,BIOKORF_SIDE_260,dry throat,C0235234,10013789,Dry throat,,[],0,sider_umls_pt,high,external_meddra_only,False,True
261,BIOKORF_SIDE_261,duodenal ulcer,C0013295,10013836,Duodenal ulcer,,[],0,sider_umls_pt,high,external_meddra_only,False,True
262,BIOKORF_SIDE_262,duodenal inflammation,,,,,[],0,none,none,no_kg_evidence,False,True
263,BIOKORF_SIDE_263,paresthesia,,,,HP_0003401,[],1,step12_unique_exact_name,high,exact_other_ontology,True,False
264,BIOKORF_SIDE_264,dysarthria,C0013362,10013887,Dysarthria,,"[""HP_0001260""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
265,BIOKORF_SIDE_265,bad taste,,,,,[],0,none,none,no_kg_evidence,False,True
266,BIOKORF_SIDE_266,dyskinesia,C0013384,10013916,Dyskinesia,meddra:10013916,[],1,sider_umls_pt,high,canonical_meddra_with_kg,True,False
267,BIOKORF_SIDE_267,menses painful,,,,,[],0,none,none,no_kg_evidence,False,True
268,BIOKORF_SIDE_268,dyspareunia,C1384606,10013941,Dyspareunia,,"[""HP_0030016""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
269,BIOKORF_SIDE_269,dyspepsia,C0013395,10013946,Dyspepsia,meddra:10013946,[],1,sider_umls_pt,high,canonical_meddra_with_kg,True,False
270,BIOKORF_SIDE_270,dysphagia,C0011168,10013950,Dysphagia,meddra:10013950,"[""HP_0002015""]",2,sider_umls_pt,high,meddra_with_alias_kg,True,False
271,BIOKORF_SIDE_271,dysphonia,C1527344,10013952,Dysphonia,,[],0,sider_umls_pt,high,external_meddra_only,False,True
272,BIOKORF_SIDE_272,dysphoria,C0233477,10013954,Dysphoria,,[],0,sider_umls_pt,high,external_meddra_only,False,True
273,BIOKORF_SIDE_273,air hunger,,,,,[],0,none,none,no_kg_evidence,False,True
274,BIOKORF_SIDE_274,air hunger exertional,,,,,[],0,none,none,no_kg_evidence,False,True
275,BIOKORF_SIDE_275,urinary spray,,,,,[],0,none,none,no_kg_evidence,False,True
276,BIOKORF_SIDE_276,ear disorder,C0013447,10014004,Ear disorder,,[],0,sider_umls_pt,high,external_meddra_only,False,True
277,BIOKORF_SIDE_277,ear infection,C0699744,10014011,Ear infection,,[],0,sider_umls_pt,high,external_meddra_only,False,True
278,BIOKORF_SIDE_278,ear pain,C0013456,10014020,Ear pain,,"[""HP_0030766""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
279,BIOKORF_SIDE_279,bruise,,,,,[],0,none,none,no_kg_evidence,False,True
280,BIOKORF_SIDE_280,eczema,C0013595,10014184,Eczema,,"[""HP_0000964""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
281,BIOKORF_SIDE_281,ejaculation delayed,C0234047,10014325,Ejaculation delayed,,[],0,sider_umls_pt,high,external_meddra_only,False,True
282,BIOKORF_SIDE_282,ejaculation disorder,C0235969,10014326,Ejaculation disorder,,[],0,sider_umls_pt,high,external_meddra_only,False,True
283,BIOKORF_SIDE_283,ejaculation failure,C0278106,10014328,Ejaculation failure,,[],0,sider_umls_pt,high,external_meddra_only,False,True
284,BIOKORF_SIDE_284,electrocardiogram abnormal,C0522055,10014363,Electrocardiogram abnormal,,"[""HP_0003115"",""HP_0011675""]",2,sider_umls_pt,high,meddra_with_alias_kg,True,False
285,BIOKORF_SIDE_285,electrocardiogram qt prolonged,C0151878,10014387,Electrocardiogram QT prolonged,,"[""HP_0001657""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
286,BIOKORF_SIDE_286,electrocardiogram st segment depression,C0520887,10014391,Electrocardiogram ST segment depression,,[],0,sider_umls_pt,high,external_meddra_only,False,True
287,BIOKORF_SIDE_287,electroencephalogram abnormal,C0151611,10014408,Electroencephalogram abnormal,,"[""HP_0002353""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
288,BIOKORF_SIDE_288,electrolyte imbalance,C0342579,10014418,Electrolyte imbalance,,[],0,sider_umls_pt,high,external_meddra_only,False,True
289,BIOKORF_SIDE_289,embolism,C0013922,10061169,Embolism,,[],0,sider_umls_pt,high,external_meddra_only,False,True
290,BIOKORF_SIDE_290,embolism venous,C0340726,10014522,Embolism venous,,[],0,sider_umls_pt,high,external_meddra_only,False,True
291,BIOKORF_SIDE_291,emotional disorder,C0233459,10014551,Emotional disorder,,[],0,sider_umls_pt,high,external_meddra_only,False,True
292,BIOKORF_SIDE_292,emphysema,C0034067,10014561,Emphysema,,[],0,sider_umls_pt,high,external_meddra_only,False,True
293,BIOKORF_SIDE_293,encephalopathy,C0085584,10014625,Encephalopathy,meddra:10014625,"[""HP_0001298""]",2,sider_umls_pt,high,meddra_with_alias_kg,True,False
294,BIOKORF_SIDE_294,endocrine disorder,C0014130,10014695,Endocrine disorder,meddra:10014695,"[""HP_0000818""]",2,sider_umls_pt,high,meddra_with_alias_kg,True,False
295,BIOKORF_SIDE_295,endometrial disorder,C0151622,10014753,Endometrial disorder,,[],0,sider_umls_pt,high,external_meddra_only,False,True
296,BIOKORF_SIDE_296,ophthalmia,,,,,[],0,none,none,no_kg_evidence,False,True
297,BIOKORF_SIDE_297,enteritis,C0014335,10014866,Enteritis,,[],0,sider_umls_pt,high,external_meddra_only,False,True
298,BIOKORF_SIDE_298,enterocolitis,C0014356,10014893,Enterocolitis,,[],0,sider_umls_pt,high,external_meddra_only,False,True
299,BIOKORF_SIDE_299,enuresis,C0014394,10014928,Enuresis,,[],0,sider_umls_pt,high,external_meddra_only,False,True
300,BIOKORF_SIDE_300,eosinophilia,C0014457,10014950,Eosinophilia,,"[""HP_0001880""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
301,BIOKORF_SIDE_301,epididymitis,C0014534,10015000,Epididymitis,,"[""HP_0000031""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
302,BIOKORF_SIDE_302,epigastric discomfort,C1291078,10053155,Epigastric discomfort,,[],0,sider_umls_pt,high,external_meddra_only,False,True
303,BIOKORF_SIDE_303,epistaxis,C0014591,10015090,Epistaxis,meddra:10015090,[],1,sider_umls_pt,high,canonical_meddra_with_kg,True,False
304,BIOKORF_SIDE_304,erectile dysfunction,C0242350,10061461,Erectile dysfunction,meddra:10061461,"[""HP_0000802""]",2,sider_umls_pt,high,meddra_with_alias_kg,True,False
305,BIOKORF_SIDE_305,gas raising,,,,,[],0,none,none,no_kg_evidence,False,True
306,BIOKORF_SIDE_306,erythema,C0041834,10015150,Erythema,meddra:10015150,"[""HP_0010783""]",2,sider_umls_pt,high,meddra_with_alias_kg,True,False
307,BIOKORF_SIDE_307,erythema multiforme,C0014742,10015218,Erythema multiforme,meddra:10015218,[],1,sider_umls_pt,high,canonical_meddra_with_kg,True,False
308,BIOKORF_SIDE_308,erythema nodosum,C0014743,10015226,Erythema nodosum,,"[""HP_0012219""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
309,BIOKORF_SIDE_309,erythema of eyelid,C0239454,10015237,Erythema of eyelid,,[],0,sider_umls_pt,high,external_meddra_only,False,True
310,BIOKORF_SIDE_310,euphoric mood,C0235146,10015535,Euphoric mood,,[],0,sider_umls_pt,high,external_meddra_only,False,True
311,BIOKORF_SIDE_311,excoriation,C0015256,10049796,Excoriation,,[],0,sider_umls_pt,high,external_meddra_only,False,True
312,BIOKORF_SIDE_312,exophthalmos,C0015300,10015683,Exophthalmos,,"[""HP_0000520""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
313,BIOKORF_SIDE_313,bone spur,,,,,[],0,none,none,no_kg_evidence,False,True
314,BIOKORF_SIDE_314,extrapyramidal disorder,C0015371,10015832,Extrapyramidal disorder,,[],0,sider_umls_pt,high,external_meddra_only,False,True
315,BIOKORF_SIDE_315,cardiac complex,,,,,[],0,none,none,no_kg_evidence,False,True
316,BIOKORF_SIDE_316,extravasation,C0015376,10015866,Extravasation,,[],0,sider_umls_pt,high,external_meddra_only,False,True
317,BIOKORF_SIDE_317,eye discharge,C0423006,10015915,Eye discharge,,[],0,sider_umls_pt,high,external_meddra_only,False,True
318,BIOKORF_SIDE_318,eye disorder,C0015397,10015916,Eye disorder,,"[""HP_0000478""]",1,exact_meddra_pt_name,high,meddra_with_alias_kg,True,False
319,BIOKORF_SIDE_319,eye haemorrhage,C0015402,10015926,Eye haemorrhage,,[],0,sider_umls_pt,high,external_meddra_only,False,True
320,BIOKORF_SIDE_320,eye infection,C0015403,10015929,Eye infection,,[],0,sider_umls_pt,high,external_meddra_only,False,True
321,BIOKORF_SIDE_321,eye irritation,C0235266,10015946,Eye irritation,,[],0,sider_umls_pt,high,external_meddra_only,False,True
322,BIOKORF_SIDE_322,eye oedema,C0743680,10052139,Eye oedema,,[],0,sider_umls_pt,high,external_meddra_only,False,True
323,BIOKORF_SIDE_323,eye pain,C0151827,10015958,Eye pain,meddra:10015958,"[""HP_0200026""]",2,sider_umls_pt,high,meddra_with_alias_kg,True,False
324,BIOKORF_SIDE_324,eye pruritus,C0022281,10052140,Eye pruritus,,[],0,sider_umls_pt,high,external_meddra_only,False,True
325,BIOKORF_SIDE_325,eye swelling,C0270996,10015967,Eye swelling,,[],0,sider_umls_pt,high,external_meddra_only,False,True
326,BIOKORF_SIDE_326,eyelid oedema,C0162285,10015993,Eyelid oedema,,[],0,sider_umls_pt,high,external_meddra_only,False,True
327,BIOKORF_SIDE_327,face oedema,C0542571,10016029,Face oedema,,"[""HP_0000282""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
328,BIOKORF_SIDE_328,fecal impaction,,,,,[],0,none,none,no_kg_evidence,False,True
329,BIOKORF_SIDE_329,fecal impaction causing obstruction,,,,,[],0,none,none,no_kg_evidence,False,True
330,BIOKORF_SIDE_330,faeces discoloured,C0235315,10016100,Faeces discoloured,,[],0,sider_umls_pt,high,external_meddra_only,False,True
331,BIOKORF_SIDE_331,fasting,C0015663,10068315,Fasting,,[],0,sider_umls_pt,high,external_meddra_only,False,True
332,BIOKORF_SIDE_332,fatigue,C0015672,10016256,Fatigue,meddra:10016256,"[""HP_0012378""]",2,sider_umls_pt,high,meddra_with_alias_kg,True,False
333,BIOKORF_SIDE_333,febrile neutropenia,C0746883,10016288,Febrile neutropenia,meddra:10016288,[],1,sider_umls_pt,high,canonical_meddra_with_kg,True,False
334,BIOKORF_SIDE_334,feeling abnormal,C1443060,10016322,Feeling abnormal,,[],0,sider_umls_pt,high,external_meddra_only,False,True
335,BIOKORF_SIDE_335,feeling cold,C0234192,10016326,Feeling cold,,[],0,sider_umls_pt,high,external_meddra_only,False,True
336,BIOKORF_SIDE_336,feeling drunk,C0522172,10016330,Feeling drunk,,[],0,sider_umls_pt,high,external_meddra_only,False,True
337,BIOKORF_SIDE_337,feeling hot,C2939147,10016334,Feeling hot,,[],0,sider_umls_pt,high,external_meddra_only,False,True
338,BIOKORF_SIDE_338,feeling jittery,C0549209,10016338,Feeling jittery,,[],0,sider_umls_pt,high,external_meddra_only,False,True
339,BIOKORF_SIDE_339,fibrocystic breast disease,C0016034,10016621,Fibrocystic breast disease,,[],0,exact_meddra_pt_name,high,external_meddra_only,False,True
340,BIOKORF_SIDE_340,flank pain,C0016199,10016750,Flank pain,,"[""HP_0030157""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
341,BIOKORF_SIDE_341,flat affect,C0233471,10016759,Flat affect,,[],0,sider_umls_pt,high,external_meddra_only,False,True
342,BIOKORF_SIDE_342,flatulence,C0016204,10016766,Flatulence,,[],0,sider_umls_pt,high,external_meddra_only,False,True
343,BIOKORF_SIDE_343,fluid overload,C0546817,10016803,Fluid overload,,"[""HP_0011105""]",1,exact_meddra_pt_name,high,meddra_with_alias_kg,True,False
344,BIOKORF_SIDE_344,fluid retention,C0268000,10016807,Fluid retention,,[],0,sider_umls_pt,high,external_meddra_only,False,True
345,BIOKORF_SIDE_345,flushing,C0016382,10016825,Flushing,meddra:10016825,"[""HP_0010783""]",2,sider_umls_pt,high,meddra_with_alias_kg,True,False
346,BIOKORF_SIDE_346,halitosis of liver disease,,,,,[],0,none,none,no_kg_evidence,False,True
347,BIOKORF_SIDE_347,folliculitis,C0016436,10016936,Folliculitis,,[],0,sider_umls_pt,high,external_meddra_only,False,True
348,BIOKORF_SIDE_348,fracture,C0016658,10017076,Fracture,meddra:10017076,[],1,sider_umls_pt,high,canonical_meddra_with_kg,True,False
349,BIOKORF_SIDE_349,functional gastrointestinal disorder,C0559031,10071275,Functional gastrointestinal disorder,,[],0,sider_umls_pt,high,external_meddra_only,False,True
350,BIOKORF_SIDE_350,fungal infection,C0026946,10017533,Fungal infection,,[],0,sider_umls_pt,high,external_meddra_only,False,True
351,BIOKORF_SIDE_351,fungal skin infection,C0011630,10017543,Fungal skin infection,,[],0,sider_umls_pt,high,external_meddra_only,False,True
352,BIOKORF_SIDE_352,boil in nose,,,,,[],0,none,none,no_kg_evidence,False,True
353,BIOKORF_SIDE_353,gait disturbance,C0575081,10017577,Gait disturbance,,"[""HP_0001288""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
354,BIOKORF_SIDE_354,female lactation,,,,,[],0,none,none,no_kg_evidence,False,True
355,BIOKORF_SIDE_355,gamma glutamine transfer enzyme increased,,,,,[],0,none,none,no_kg_evidence,False,True
356,BIOKORF_SIDE_356,gangrene,C0017086,10017711,Gangrene,,[],0,sider_umls_pt,high,external_meddra_only,False,True
357,BIOKORF_SIDE_357,gastric ulcer,C0038358,10017822,Gastric ulcer,,[],0,sider_umls_pt,high,external_meddra_only,False,True
358,BIOKORF_SIDE_358,gastritis,C0017152,10017853,Gastritis,,[],0,sider_umls_pt,high,external_meddra_only,False,True
359,BIOKORF_SIDE_359,gastroenteritis,C0017160,10017888,Gastroenteritis,meddra:10017888,[],1,sider_umls_pt,high,canonical_meddra_with_kg,True,False
360,BIOKORF_SIDE_360,gastrointestinal carcinoma,C0151544,10017940,Gastrointestinal carcinoma,,[],0,sider_umls_pt,high,external_meddra_only,False,True
361,BIOKORF_SIDE_361,gastrointestinal disorder,C0017178,10017944,Gastrointestinal disorder,meddra:10017944,"[""HP_0011024""]",2,sider_umls_pt,high,meddra_with_alias_kg,True,False
362,BIOKORF_SIDE_362,gastrointestinal haemorrhage,C0017181,10017955,Gastrointestinal haemorrhage,,"[""HP_0002239""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
363,BIOKORF_SIDE_363,gastrointestinal infection,C1264613,10017964,Gastrointestinal infection,,"[""HP_0004798""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
364,BIOKORF_SIDE_364,gastrointestinal pain,C0687713,10017999,Gastrointestinal pain,,[],0,sider_umls_pt,high,external_meddra_only,False,True
365,BIOKORF_SIDE_365,gastrointestinal perforation,C0151664,10018001,Gastrointestinal perforation,,[],0,sider_umls_pt,high,external_meddra_only,False,True
366,BIOKORF_SIDE_366,gastrointestinal ulcer,C0237938,10061459,Gastrointestinal ulcer,,[],0,sider_umls_pt,high,external_meddra_only,False,True
367,BIOKORF_SIDE_367,esophageal reflux,,,,,[],0,none,none,no_kg_evidence,False,True
368,BIOKORF_SIDE_368,generalised oedema,C0151603,10018092,Generalised oedema,,[],0,sider_umls_pt,high,external_meddra_only,False,True
369,BIOKORF_SIDE_369,genital candidiasis,C0343863,10018143,Genital candidiasis,,[],0,sider_umls_pt,high,external_meddra_only,False,True
370,BIOKORF_SIDE_370,gingival bleeding,C0017565,10018276,Gingival bleeding,,"[""HP_0000225""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
371,BIOKORF_SIDE_371,gingival pain,C0239739,10018286,Gingival pain,,[],0,sider_umls_pt,high,external_meddra_only,False,True
372,BIOKORF_SIDE_372,gingivitis,C0017574,10018292,Gingivitis,meddra:10018292,"[""HP_0000230""]",2,exact_meddra_pt_name,high,meddra_with_alias_kg,True,False
373,BIOKORF_SIDE_373,glaucoma,C0017601,10018304,Glaucoma,meddra:10018304,[],1,sider_umls_pt,high,canonical_meddra_with_kg,True,False
374,BIOKORF_SIDE_374,glossitis,C0017675,10018386,Glossitis,,[],0,sider_umls_pt,high,external_meddra_only,False,True
375,BIOKORF_SIDE_375,burning tongue,,,,,[],0,none,none,no_kg_evidence,False,True
376,BIOKORF_SIDE_376,glucose tolerance impaired,C0271650,10018429,Glucose tolerance impaired,,[],0,sider_umls_pt,high,external_meddra_only,False,True
377,BIOKORF_SIDE_377,diabetes,,,,,[],0,none,none,no_kg_evidence,False,True
378,BIOKORF_SIDE_378,goitre,C0018021,10018498,Goitre,,"[""HP_0000853""]",1,sider_umls_pt,high,meddra_with_alias_kg,True,False
379,BIOKORF_SIDE_379,gout,C0018099,10018627,Gout,meddra:10018627,"[""HP_0001997""]",2,sider_umls_pt,high,meddra_with_alias_kg,True,False
380,BIOKORF_SIDE_380,gravitational oedema,C0235437,10018713,Gravitational oedema,,[],0,sider_umls_pt,high,external_meddra_only,False,True
381,BIOKORF_SIDE_381,breast enlargement male,,,,,[],0,none,none,no_kg_evidence,False,True
382,BIOKORF_SIDE_382,emesis bloody,,,,,[],0,none,none,no_kg_evidence,False,True
383,BIOKORF_SIDE_383,blood in stool,,,,HP_0025085,[],1,step12_unique_exact_synonym,high,exact_other_ontology,True,False
384,BIOKORF_SIDE_384,packed cell volume decreased,,,,,[],0,none,none,no_kg_evidence,False,True
385,BIOKORF_SIDE_385,haematoma,C0018944,10018852,Haematoma,,[],0,sider_umls_pt,high,external_meddra_only,False,True
386,BIOKORF_SIDE_386,urinary tract bleed microscopic,,,,,[],0,none,none,no_kg_evidence,False,True
