matrix_index,drug_name,stitch_id,name_resolution_status,name_selected_id,name_candidate_ids,structure_status,structure_match_ids,intersection_ids,proposed_optimuskg_id,evidence_class,confidence,final_status
420,sulfamethoxazole.and.trimethoprim,CIDm00358641,unmatched,"",[],unique_structure_match,"[""CHEMBL58061""]",[],CHEMBL58061,structure_only_candidate,review_required,review_required
421,minocycline,CIDm26275995,resolved,CHEMBL1434,"[""CHEMBL1434""]",stitch_found_no_optimuskg_match,[],[],CHEMBL1434,name_only_resolved,high,resolved
422,guanfacine,CIDm00003519,resolved,CHEMBL862,"[""CHEMBL862""]",multiple_structure_matches,"[""CHEMBL1200494"",""CHEMBL862""]","[""CHEMBL862""]",CHEMBL862,confirmed_name_structure,very_high,resolved
423,isosorbide.mononitrate,CIDm00027661,resolved,CHEMBL1311,[],unique_structure_match,"[""CHEMBL1311""]",[],CHEMBL1311,confirmed_name_structure,very_high,resolved
424,mycophenolic.acid,CIDm00446541,resolved,CHEMBL866,[],stitch_not_found,[],[],CHEMBL866,name_only_resolved,high,resolved
425,amlexanox,CIDm00002161,resolved,CHEMBL1096,"[""CHEMBL1096""]",unique_structure_match,"[""CHEMBL1096""]","[""CHEMBL1096""]",CHEMBL1096,confirmed_name_structure,very_high,resolved
426,irbesartan,CIDm00003749,resolved,CHEMBL1513,"[""CHEMBL1513""]",unique_structure_match,"[""CHEMBL1513""]","[""CHEMBL1513""]",CHEMBL1513,confirmed_name_structure,very_high,resolved
427,topotecan,CIDm00060699,resolved,CHEMBL84,"[""CHEMBL1607"",""CHEMBL84""]",stitch_not_found,[],[],CHEMBL84,supported_canonical_name,high,resolved
428,tolterodine,CIDm00060774,resolved,CHEMBL1382,"[""CHEMBL1382""]",stitch_not_found,[],[],CHEMBL1382,name_only_resolved,high,resolved
429,selegiline,CIDm00026757,resolved,CHEMBL972,"[""CHEMBL972""]",stitch_not_found,[],[],CHEMBL972,name_only_resolved,high,resolved
430,fenofibrate,CIDm00003339,resolved,CHEMBL672,"[""CHEMBL672""]",unique_structure_match,"[""CHEMBL672""]","[""CHEMBL672""]",CHEMBL672,confirmed_name_structure,very_high,resolved
431,thalidomide,CIDm00005426,resolved,CHEMBL468,"[""CHEMBL468""]",unique_structure_match,"[""CHEMBL468""]","[""CHEMBL468""]",CHEMBL468,confirmed_name_structure,very_high,resolved
432,melphalan,CIDm00460612,resolved,CHEMBL852,"[""CHEMBL250892"",""CHEMBL852""]",stitch_not_found,[],[],CHEMBL852,supported_canonical_name,high,resolved
433,memantine,CIDm00004054,ambiguous,"","[""CHEMBL807"",""RXNORM:6719""]",multiple_structure_matches,"[""CHEMBL1699"",""CHEMBL807""]","[""CHEMBL807""]",CHEMBL807,resolved_by_unique_intersection,very_high,resolved
434,gatifloxacin,CIDm00005379,resolved,CHEMBL31,"[""CHEMBL31""]",unique_structure_match,"[""CHEMBL31""]","[""CHEMBL31""]",CHEMBL31,confirmed_name_structure,very_high,resolved
435,lubiprostone,CIDm00157920,resolved,CHEMBL1201134,"[""CHEMBL1201134""]",unique_structure_match,"[""CHEMBL1201134""]","[""CHEMBL1201134""]",CHEMBL1201134,confirmed_name_structure,very_high,resolved
436,fluocinonide,CIDm00009642,resolved,CHEMBL1501,"[""CHEMBL1501""]",stitch_not_found,[],[],CHEMBL1501,name_only_resolved,high,resolved
437,abacavir,CIDm00065139,ambiguous,"","[""CHEMBL1380"",""RXNORM:190521""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
438,ibuprofen,CIDm00003672,resolved,CHEMBL521,"[""CHEMBL521""]",multiple_structure_matches,"[""CHEMBL175"",""CHEMBL3989408"",""CHEMBL521""]","[""CHEMBL521""]",CHEMBL521,confirmed_name_structure,very_high,resolved
439,norfloxacin,CIDm00004539,resolved,CHEMBL9,"[""CHEMBL9""]",unique_structure_match,"[""CHEMBL9""]","[""CHEMBL9""]",CHEMBL9,confirmed_name_structure,very_high,resolved
440,amoxicillin,CIDm00033613,resolved,CHEMBL1082,"[""CHEMBL1082""]",stitch_not_found,[],[],CHEMBL1082,name_only_resolved,high,resolved
441,oxybutynin,CIDm00004634,resolved,CHEMBL1231,"[""CHEMBL1231""]",multiple_structure_matches,"[""CHEMBL1133"",""CHEMBL1231""]","[""CHEMBL1231""]",CHEMBL1231,confirmed_name_structure,very_high,resolved
442,glipizide,CIDm00003478,resolved,CHEMBL1073,"[""CHEMBL1073""]",unique_structure_match,"[""CHEMBL1073""]","[""CHEMBL1073""]",CHEMBL1073,confirmed_name_structure,very_high,resolved
443,clonazepam,CIDm00002802,resolved,CHEMBL452,"[""CHEMBL452""]",unique_structure_match,"[""CHEMBL452""]","[""CHEMBL452""]",CHEMBL452,confirmed_name_structure,very_high,resolved
444,atazanavir,CIDm00148192,resolved,CHEMBL1163,"[""CHEMBL1163""]",multiple_structure_matches,"[""CHEMBL1163"",""CHEMBL1200678""]","[""CHEMBL1163""]",CHEMBL1163,confirmed_name_structure,very_high,resolved
445,fludarabine,CIDm00657237,resolved,CHEMBL1568,"[""CHEMBL1096882"",""CHEMBL1568""]",stitch_not_found,[],[],CHEMBL1568,supported_canonical_name,high,resolved
446,atorvastatin,CIDm00060822,resolved,CHEMBL1487,"[""CHEMBL1487""]",stitch_not_found,[],[],CHEMBL1487,name_only_resolved,high,resolved
447,tegaserod,CIDm05487301,resolved,CHEMBL76370,"[""CHEMBL76370""]",stitch_found_no_optimuskg_match,[],[],CHEMBL76370,name_only_resolved,high,resolved
448,vigabatrin,CIDm00005665,ambiguous,"","[""CHEMBL89598"",""RXNORM:14851""]",unique_structure_match,"[""CHEMBL89598""]","[""CHEMBL89598""]",CHEMBL89598,resolved_by_unique_structure_candidate,very_high,resolved
449,streptomycin,CIDm06419957,resolved,CHEMBL372795,"[""CHEMBL372795""]",stitch_not_found,[],[],CHEMBL372795,name_only_resolved,high,resolved
450,orlistat,CIDm03034010,resolved,CHEMBL175247,"[""CHEMBL175247""]",stitch_not_found,[],[],CHEMBL175247,name_only_resolved,high,resolved
451,pilocarpine,CIDm00005909,resolved,CHEMBL550,"[""CHEMBL550""]",stitch_not_found,[],[],CHEMBL550,name_only_resolved,high,resolved
452,iloprost,CIDm06435378,resolved,CHEMBL494,"[""CHEMBL494""]",stitch_not_found,[],[],CHEMBL494,name_only_resolved,high,resolved
453,fluvastatin,CIDm00446155,resolved,CHEMBL2220442,"[""CHEMBL2220442"",""CHEMBL350239""]",stitch_not_found,[],[],CHEMBL2220442,supported_canonical_name,high,resolved
454,leflunomide,CIDm00003899,resolved,CHEMBL960,"[""CHEMBL960""]",unique_structure_match,"[""CHEMBL960""]","[""CHEMBL960""]",CHEMBL960,confirmed_name_structure,very_high,resolved
455,rosuvastatin,CIDm00446157,resolved,CHEMBL1496,"[""CHEMBL1496""]",stitch_not_found,[],[],CHEMBL1496,name_only_resolved,high,resolved
456,pimozide,CIDm00016362,resolved,CHEMBL1423,"[""CHEMBL1423""]",unique_structure_match,"[""CHEMBL1423""]","[""CHEMBL1423""]",CHEMBL1423,confirmed_name_structure,very_high,resolved
457,capecitabine,CIDm00060953,resolved,CHEMBL1773,"[""CHEMBL1773""]",unique_structure_match,"[""CHEMBL1773""]","[""CHEMBL1773""]",CHEMBL1773,confirmed_name_structure,very_high,resolved
458,sertraline,CIDm00063009,resolved,CHEMBL809,"[""CHEMBL809""]",stitch_not_found,[],[],CHEMBL809,name_only_resolved,high,resolved
459,heparin,CIDm00000772,ambiguous,"","[""CHEMBL4650299"",""DRUGBANK:DB01109""]",stitch_found_no_optimuskg_match,[],[],"",unresolved_ambiguous,review_required,unresolved
460,miconazole,CIDm00004189,resolved,CHEMBL91,"[""CHEMBL91""]",multiple_structure_matches,"[""CHEMBL1559"",""CHEMBL91""]","[""CHEMBL91""]",CHEMBL91,confirmed_name_structure,very_high,resolved
461,nifedipine,CIDm00004485,resolved,CHEMBL193,"[""CHEMBL193""]",unique_structure_match,"[""CHEMBL193""]","[""CHEMBL193""]",CHEMBL193,confirmed_name_structure,very_high,resolved
462,atovaquone,CIDm00074989,resolved,CHEMBL1450,"[""CHEMBL1450""]",stitch_found_no_optimuskg_match,[],[],CHEMBL1450,name_only_resolved,high,resolved
463,amiodarone,CIDm00002156,resolved,CHEMBL633,"[""CHEMBL1083993"",""CHEMBL633""]",multiple_structure_matches,"[""CHEMBL1083993"",""CHEMBL633""]","[""CHEMBL1083993"",""CHEMBL633""]",CHEMBL633,confirmed_name_structure,very_high,resolved
464,gliclazide,CIDm00003475,resolved,CHEMBL427216,"[""CHEMBL427216""]",unique_structure_match,"[""CHEMBL427216""]","[""CHEMBL427216""]",CHEMBL427216,confirmed_name_structure,very_high,resolved
465,bicalutamide,CIDm00002375,resolved,CHEMBL409,"[""CHEMBL409""]",multiple_structure_matches,"[""CHEMBL409"",""CHEMBL63560""]","[""CHEMBL409""]",CHEMBL409,confirmed_name_structure,very_high,resolved
466,rabeprazole,CIDm00005029,resolved,CHEMBL1219,"[""CHEMBL1219""]",multiple_structure_matches,"[""CHEMBL1200930"",""CHEMBL1219"",""CHEMBL1615209""]","[""CHEMBL1219""]",CHEMBL1219,confirmed_name_structure,very_high,resolved
467,pioglitazone,CIDm00004829,ambiguous,"","[""CHEMBL595"",""RXNORM:33738""]",multiple_structure_matches,"[""CHEMBL1715"",""CHEMBL595""]","[""CHEMBL595""]",CHEMBL595,resolved_by_unique_intersection,very_high,resolved
468,carvedilol,CIDm00002585,resolved,CHEMBL723,"[""CHEMBL723""]",multiple_structure_matches,"[""CHEMBL1201167"",""CHEMBL723""]","[""CHEMBL723""]",CHEMBL723,confirmed_name_structure,very_high,resolved
469,levofloxacin,CIDm00149096,resolved,CHEMBL5315124,"[""CHEMBL33"",""CHEMBL5315124""]",stitch_not_found,[],[],CHEMBL5315124,supported_canonical_name,high,resolved
470,micafungin,CIDm06602291,resolved,CHEMBL457547,"[""CHEMBL457547""]",stitch_not_found,[],[],CHEMBL457547,name_only_resolved,high,resolved
471,doxepin,CIDm00003158,resolved,CHEMBL1628227,"[""CHEMBL1628227""]",multiple_structure_matches,"[""CHEMBL101740"",""CHEMBL1628227"",""CHEMBL1628234""]","[""CHEMBL1628227""]",CHEMBL1628227,confirmed_name_structure,very_high,resolved
472,nefazodone,CIDm00004449,resolved,CHEMBL623,"[""CHEMBL623""]",multiple_structure_matches,"[""CHEMBL1200492"",""CHEMBL623""]","[""CHEMBL623""]",CHEMBL623,confirmed_name_structure,very_high,resolved
473,cefprozil,CIDm05281006,resolved,CHEMBL3301800,"[""CHEMBL3301800"",""CHEMBL5314373""]",stitch_not_found,[],[],CHEMBL3301800,supported_canonical_name,high,resolved
474,gemifloxacin,CIDm09571107,resolved,CHEMBL430,"[""CHEMBL430""]",stitch_not_found,[],[],CHEMBL430,name_only_resolved,high,resolved
475,bupropion,CIDm00000444,resolved,CHEMBL894,"[""CHEMBL894""]",multiple_structure_matches,"[""CHEMBL1201735"",""CHEMBL1698"",""CHEMBL894""]","[""CHEMBL894""]",CHEMBL894,confirmed_name_structure,very_high,resolved
476,trimetrexate,CIDm00005582,resolved,CHEMBL119,"[""CHEMBL119""]",unique_structure_match,"[""CHEMBL119""]","[""CHEMBL119""]",CHEMBL119,confirmed_name_structure,very_high,resolved
477,terazosin,CIDm00005401,resolved,CHEMBL611,"[""CHEMBL611""]",multiple_structure_matches,"[""CHEMBL3989562"",""CHEMBL611""]","[""CHEMBL611""]",CHEMBL611,confirmed_name_structure,very_high,resolved
478,ofloxacin,CIDm00004583,resolved,CHEMBL4,"[""CHEMBL4""]",multiple_structure_matches,"[""CHEMBL33"",""CHEMBL4"",""CHEMBL420937"",""CHEMBL5315124""]","[""CHEMBL4""]",CHEMBL4,confirmed_name_structure,very_high,resolved
479,cilostazol,CIDm00002754,resolved,CHEMBL799,"[""CHEMBL799""]",unique_structure_match,"[""CHEMBL799""]","[""CHEMBL799""]",CHEMBL799,confirmed_name_structure,very_high,resolved
480,itraconazole,CIDm00055283,ambiguous,"","[""CHEMBL64391"",""DRUGBANK:DB01167""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
481,arsenic.trioxide,CIDm00014888,ambiguous,"",[],stitch_found_no_optimuskg_match,[],[],"",unresolved_ambiguous,review_required,unresolved
482,escitalopram,CIDm00146570,resolved,CHEMBL1508,"[""CHEMBL1508""]",stitch_not_found,[],[],CHEMBL1508,name_only_resolved,high,resolved
483,idarubicin,CIDm00042890,resolved,CHEMBL1117,"[""CHEMBL1117""]",stitch_not_found,[],[],CHEMBL1117,name_only_resolved,high,resolved
484,podophyllotoxin,CIDm00010607,resolved,CHEMBL61,"[""CHEMBL61""]",stitch_not_found,[],[],CHEMBL61,name_only_resolved,high,resolved
485,rescinnamine,CIDm05280954,resolved,CHEMBL1668,"[""CHEMBL1668""]",stitch_not_found,[],[],CHEMBL1668,name_only_resolved,high,resolved
486,ifosfamide,CIDm00003690,resolved,CHEMBL1024,"[""CHEMBL1024""]",unique_structure_match,"[""CHEMBL1024""]","[""CHEMBL1024""]",CHEMBL1024,confirmed_name_structure,very_high,resolved
487,propafenone,CIDm00004932,resolved,CHEMBL631,"[""CHEMBL631""]",multiple_structure_matches,"[""CHEMBL1201063"",""CHEMBL1322675"",""CHEMBL631""]","[""CHEMBL631""]",CHEMBL631,confirmed_name_structure,very_high,resolved
488,pergolide,CIDm00047811,resolved,CHEMBL531,"[""CHEMBL531""]",stitch_not_found,[],[],CHEMBL531,name_only_resolved,high,resolved
489,ciclopirox,CIDm00002749,resolved,CHEMBL1413,"[""CHEMBL1413""]",unique_structure_match,"[""CHEMBL1413""]","[""CHEMBL1413""]",CHEMBL1413,confirmed_name_structure,very_high,resolved
490,desflurane,CIDm00042113,resolved,CHEMBL1200733,"[""CHEMBL1200733""]",unique_structure_match,"[""CHEMBL1200733""]","[""CHEMBL1200733""]",CHEMBL1200733,confirmed_name_structure,very_high,resolved
491,clindamycin,CIDm00029029,resolved,CHEMBL1753,"[""CHEMBL1753"",""CHEMBL376185""]",stitch_not_found,[],[],CHEMBL1753,supported_canonical_name,high,resolved
492,acebutolol,CIDm00001978,resolved,CHEMBL642,"[""CHEMBL642""]",multiple_structure_matches,"[""CHEMBL1200813"",""CHEMBL642""]","[""CHEMBL642""]",CHEMBL642,confirmed_name_structure,very_high,resolved
493,brinzolamide,CIDm00068844,resolved,CHEMBL220491,"[""CHEMBL220491""]",unique_structure_match,"[""CHEMBL220491""]","[""CHEMBL220491""]",CHEMBL220491,confirmed_name_structure,very_high,resolved
494,flecainide,CIDm00003355,resolved,CHEMBL652,"[""CHEMBL652""]",multiple_structure_matches,"[""CHEMBL1200822"",""CHEMBL652""]","[""CHEMBL652""]",CHEMBL652,confirmed_name_structure,very_high,resolved
495,estramustine,CIDm00259331,resolved,CHEMBL1575,"[""CHEMBL1575""]",stitch_not_found,[],[],CHEMBL1575,name_only_resolved,high,resolved
496,bromocriptine,CIDm00031100,resolved,CHEMBL493,"[""CHEMBL493""]",stitch_not_found,[],[],CHEMBL493,name_only_resolved,high,resolved
497,levetiracetam,CIDm05284583,ambiguous,"","[""CHEMBL1286"",""RXNORM:114477""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
498,nadolol,CIDm00039147,ambiguous,"","[""CHEMBL521606"",""CHEMBL649""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
499,mitoxantrone,CIDm00004212,resolved,CHEMBL58,"[""CHEMBL58""]",multiple_structure_matches,"[""CHEMBL1417019"",""CHEMBL58""]","[""CHEMBL58""]",CHEMBL58,confirmed_name_structure,very_high,resolved
500,sparfloxacin,CIDm00060464,resolved,CHEMBL850,"[""CHEMBL850""]",stitch_not_found,[],[],CHEMBL850,name_only_resolved,high,resolved
501,clarithromycin,CIDm00084029,resolved,CHEMBL1741,"[""CHEMBL1741""]",stitch_not_found,[],[],CHEMBL1741,name_only_resolved,high,resolved
502,ceftriaxone,CIDm05479530,resolved,CHEMBL161,"[""CHEMBL161""]",stitch_not_found,[],[],CHEMBL161,name_only_resolved,high,resolved
503,estazolam,CIDm00003261,resolved,CHEMBL285674,"[""CHEMBL285674""]",unique_structure_match,"[""CHEMBL285674""]","[""CHEMBL285674""]",CHEMBL285674,confirmed_name_structure,very_high,resolved
504,finasteride,CIDm00057363,resolved,CHEMBL710,"[""CHEMBL710""]",stitch_not_found,[],[],CHEMBL710,name_only_resolved,high,resolved
505,anastrozole,CIDm00002187,resolved,CHEMBL1399,"[""CHEMBL1399""]",unique_structure_match,"[""CHEMBL1399""]","[""CHEMBL1399""]",CHEMBL1399,confirmed_name_structure,very_high,resolved
506,halofantrine,CIDm00037392,resolved,CHEMBL1107,"[""CHEMBL1107""]",unique_structure_match,"[""CHEMBL1107""]","[""CHEMBL1107""]",CHEMBL1107,confirmed_name_structure,very_high,resolved
507,dantrolene,CIDm06604100,resolved,CHEMBL1201288,"[""CHEMBL1201288""]",stitch_not_found,[],[],CHEMBL1201288,name_only_resolved,high,resolved
508,rifaximin,CIDm06436173,resolved,CHEMBL1617,"[""CHEMBL1617""]",stitch_not_found,[],[],CHEMBL1617,name_only_resolved,high,resolved
509,budesonide,CIDm05281004,ambiguous,"","[""CHEMBL1370"",""RXNORM:19831""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
510,aminophylline,CIDm00009433,resolved,CHEMBL1370561,"[""CHEMBL1370561""]",unique_structure_match,"[""CHEMBL1370561""]","[""CHEMBL1370561""]",CHEMBL1370561,confirmed_name_structure,very_high,resolved
511,quetiapine,CIDm00005002,resolved,CHEMBL716,"[""CHEMBL716""]",multiple_structure_matches,"[""CHEMBL3188993"",""CHEMBL716""]","[""CHEMBL716""]",CHEMBL716,confirmed_name_structure,very_high,resolved
512,paclitaxel,CIDm05352019,ambiguous,"","[""CHEMBL428647"",""RXNORM:56946""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
513,saquinavir,CIDm00060934,resolved,CHEMBL114,"[""CHEMBL114""]",stitch_not_found,[],[],CHEMBL114,name_only_resolved,high,resolved
514,dexamethasone,CIDm00005743,resolved,CHEMBL384467,"[""CHEMBL2021430"",""CHEMBL384467""]",stitch_not_found,[],[],CHEMBL384467,supported_canonical_name,high,resolved
515,levodopa,CIDm00441193,ambiguous,"","[""CHEMBL1009"",""RXNORM:6375""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
516,aripiprazole,CIDm00060795,ambiguous,"","[""CHEMBL1112"",""RXNORM:89013""]",unique_structure_match,"[""CHEMBL1112""]","[""CHEMBL1112""]",CHEMBL1112,resolved_by_unique_structure_candidate,very_high,resolved
517,epoprostenol,CIDm05282411,resolved,CHEMBL1139,"[""CHEMBL1139""]",stitch_not_found,[],[],CHEMBL1139,name_only_resolved,high,resolved
518,gemfibrozil,CIDm00003463,resolved,CHEMBL457,"[""CHEMBL457""]",unique_structure_match,"[""CHEMBL457""]","[""CHEMBL457""]",CHEMBL457,confirmed_name_structure,very_high,resolved
519,clomipramine,CIDm00002801,resolved,CHEMBL415,"[""CHEMBL415""]",multiple_structure_matches,"[""CHEMBL1200710"",""CHEMBL415""]","[""CHEMBL415""]",CHEMBL415,confirmed_name_structure,very_high,resolved
520,bepridil,CIDm00002351,resolved,CHEMBL1008,"[""CHEMBL1008""]",multiple_structure_matches,"[""CHEMBL1008"",""CHEMBL1200382""]","[""CHEMBL1008""]",CHEMBL1008,confirmed_name_structure,very_high,resolved
521,docetaxel,CIDm00064780,resolved,CHEMBL3545252,"[""CHEMBL3545252"",""CHEMBL92""]",stitch_not_found,[],[],CHEMBL3545252,supported_canonical_name,high,resolved
522,iodixanol,CIDm00003724,resolved,CHEMBL1200507,"[""CHEMBL1200507""]",unique_structure_match,"[""CHEMBL1200507""]","[""CHEMBL1200507""]",CHEMBL1200507,confirmed_name_structure,very_high,resolved
523,olsalazine,CIDm05462337,resolved,CHEMBL425,"[""CHEMBL425""]",stitch_found_no_optimuskg_match,[],[],CHEMBL425,name_only_resolved,high,resolved
524,dasatinib,CIDm03062316,resolved,CHEMBL1421,"[""CHEMBL1421""]",unique_structure_match,"[""CHEMBL1421""]","[""CHEMBL1421""]",CHEMBL1421,confirmed_name_structure,very_high,resolved
525,lisdexamfetamine,CIDm11597697,resolved,CHEMBL1201222,"[""CHEMBL1201222""]",multiple_structure_matches,"[""CHEMBL1201178"",""CHEMBL1201222""]","[""CHEMBL1201222""]",CHEMBL1201222,confirmed_name_structure,very_high,resolved
526,lapatinib,CIDm00208908,resolved,CHEMBL554,"[""CHEMBL1201179"",""CHEMBL554""]",multiple_structure_matches,"[""CHEMBL1201179"",""CHEMBL554""]","[""CHEMBL1201179"",""CHEMBL554""]",CHEMBL554,confirmed_name_structure,very_high,resolved
527,desonide,CIDm00012536,resolved,CHEMBL1201109,"[""CHEMBL1201109""]",unique_structure_match,"[""CHEMBL1201109""]","[""CHEMBL1201109""]",CHEMBL1201109,confirmed_name_structure,very_high,resolved
528,sitagliptin,CIDm04369359,resolved,CHEMBL1422,"[""CHEMBL1422""]",multiple_structure_matches,"[""CHEMBL1201174"",""CHEMBL1422"",""CHEMBL5315049""]","[""CHEMBL1422""]",CHEMBL1422,confirmed_name_structure,very_high,resolved
529,decitabine,CIDm00451668,resolved,CHEMBL1201129,"[""CHEMBL1201129""]",stitch_not_found,[],[],CHEMBL1201129,name_only_resolved,high,resolved
530,posaconazole,CIDm00468595,ambiguous,"","[""CHEMBL1397"",""RXNORM:282446""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
531,darunavir,CIDm00213039,resolved,CHEMBL1323,"[""CHEMBL1323""]",unique_structure_match,"[""CHEMBL1323""]","[""CHEMBL1323""]",CHEMBL1323,confirmed_name_structure,very_high,resolved
532,telbivudine,CIDm00159269,resolved,CHEMBL374731,"[""CHEMBL374731""]",stitch_not_found,[],[],CHEMBL374731,name_only_resolved,high,resolved
533,paliperidone,CIDm00115237,resolved,CHEMBL1621,"[""CHEMBL1621""]",unique_structure_match,"[""CHEMBL1621""]","[""CHEMBL1621""]",CHEMBL1621,confirmed_name_structure,very_high,resolved
534,sunitinib,CIDm05329102,resolved,CHEMBL535,"[""CHEMBL535""]",stitch_not_found,[],[],CHEMBL535,name_only_resolved,high,resolved
535,varenicline,CIDm00170361,ambiguous,"","[""CHEMBL1076903"",""DRUGBANK:DB01273""]",multiple_structure_matches,"[""CHEMBL1076903"",""CHEMBL5303393"",""DRUGBANK:DB01273""]","[""CHEMBL1076903"",""DRUGBANK:DB01273""]","",unresolved_ambiguous,review_required,unresolved
536,hydralazine,CIDm00003637,resolved,CHEMBL276832,"[""CHEMBL276832""]",multiple_structure_matches,"[""CHEMBL276832"",""CHEMBL542541""]","[""CHEMBL276832""]",CHEMBL276832,confirmed_name_structure,very_high,resolved
537,exenatide,CIDm16157882,ambiguous,"","[""CHEMBL414357"",""DRUGBANK:DB01276""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
538,nelarabine,CIDm03011155,resolved,CHEMBL1201112,"[""CHEMBL1201112""]",stitch_not_found,[],[],CHEMBL1201112,name_only_resolved,high,resolved
539,corticotropin,CIDm16132265,ambiguous,"","[""CHEMBL1201610"",""DRUGBANK:DB01285""]",stitch_found_no_optimuskg_match,[],[],"",unresolved_ambiguous,review_required,unresolved
540,pirbuterol,CIDm00004845,resolved,CHEMBL1094966,"[""CHEMBL1094966""]",multiple_structure_matches,"[""CHEMBL1094966"",""CHEMBL1200444""]","[""CHEMBL1094966""]",CHEMBL1094966,confirmed_name_structure,very_high,resolved
541,insulin.aspart,CIDm16132418,ambiguous,"",[],stitch_found_no_optimuskg_match,[],[],"",unresolved_ambiguous,review_required,unresolved
542,insulin.detemir,CIDm16137271,ambiguous,"",[],unique_structure_match,"[""CHEMBL2104391""]",[],"",unresolved_ambiguous,review_required,unresolved
543,fosamprenavir,CIDm00131535,resolved,CHEMBL1664,"[""CHEMBL1664""]",multiple_structure_matches,"[""CHEMBL1200734"",""CHEMBL1664""]","[""CHEMBL1664""]",CHEMBL1664,confirmed_name_structure,very_high,resolved
544,fosphenytoin,CIDm00056338,resolved,CHEMBL1201336,"[""CHEMBL1201336""]",multiple_structure_matches,"[""CHEMBL1201336"",""CHEMBL919""]","[""CHEMBL1201336""]",CHEMBL1201336,confirmed_name_structure,very_high,resolved
545,cilazapril,CIDm00056329,resolved,CHEMBL515606,"[""CHEMBL515606""]",stitch_not_found,[],[],CHEMBL515606,name_only_resolved,high,resolved
546,penbutolol,CIDm00037464,resolved,CHEMBL1290,"[""CHEMBL1290""]",stitch_not_found,[],[],CHEMBL1290,name_only_resolved,high,resolved
547,iohexol,CIDm00003730,resolved,CHEMBL1200455,"[""CHEMBL1200455""]",unique_structure_match,"[""CHEMBL1200455""]","[""CHEMBL1200455""]",CHEMBL1200455,confirmed_name_structure,very_high,resolved
548,rasagiline,CIDm03052775,ambiguous,"","[""CHEMBL887"",""RXNORM:134748""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
549,sodium.bicarbonate,CIDm00000923,resolved,CHEMBL1353,[],unique_structure_match,"[""DRUGBANK:DB14516""]",[],"",conflicting_evidence,review_required,review_required
550,bezafibrate,CIDm00039042,resolved,CHEMBL264374,"[""CHEMBL264374""]",unique_structure_match,"[""CHEMBL264374""]","[""CHEMBL264374""]",CHEMBL264374,confirmed_name_structure,very_high,resolved
551,colchicine,CIDm00006167,resolved,CHEMBL107,"[""CHEMBL107"",""CHEMBL87""]",stitch_not_found,[],[],CHEMBL107,supported_canonical_name,high,resolved
552,danazol,CIDm00028417,resolved,CHEMBL1479,"[""CHEMBL1479""]",stitch_not_found,[],[],CHEMBL1479,name_only_resolved,high,resolved
553,tiotropium.bromide,CIDm00060830,resolved,CHEMBL3545181,[],stitch_found_no_optimuskg_match,[],[],CHEMBL3545181,name_only_resolved,high,resolved
554,ciclesonide,CIDm06918155,resolved,CHEMBL2040682,"[""CHEMBL2040682""]",stitch_not_found,[],[],CHEMBL2040682,name_only_resolved,high,resolved
555,cefepime,CIDm05479537,resolved,CHEMBL186,"[""CHEMBL186""]",stitch_not_found,[],[],CHEMBL186,name_only_resolved,high,resolved
556,colestyramine,CIDm70695640,ambiguous,"","[""CHEMBL1201625"",""DRUGBANK:DB01432""]",stitch_found_no_optimuskg_match,[],[],"",unresolved_ambiguous,review_required,unresolved
557,flunitrazepam,CIDm00003380,resolved,CHEMBL13280,"[""CHEMBL13280""]",unique_structure_match,"[""CHEMBL13280""]","[""CHEMBL13280""]",CHEMBL13280,confirmed_name_structure,very_high,resolved
558,dihydrocodeine,CIDm05284543,resolved,CHEMBL1595,"[""CHEMBL1595""]",stitch_not_found,[],[],CHEMBL1595,name_only_resolved,high,resolved
559,bromazepam,CIDm00002441,resolved,CHEMBL277062,"[""CHEMBL277062""]",unique_structure_match,"[""CHEMBL277062""]","[""CHEMBL277062""]",CHEMBL277062,confirmed_name_structure,very_high,resolved
560,ursodeoxycholic.acid,CIDm00031401,resolved,CHEMBL1551,[],stitch_not_found,[],[],CHEMBL1551,name_only_resolved,high,resolved
561,quazepam,CIDm00004999,resolved,CHEMBL1200472,"[""CHEMBL1200472""]",unique_structure_match,"[""CHEMBL1200472""]","[""CHEMBL1200472""]",CHEMBL1200472,confirmed_name_structure,very_high,resolved
562,everolimus,CIDm06442177,ambiguous,"","[""CHEMBL1908360"",""RXNORM:141704""]",stitch_not_found,[],[],"",unresolved_ambiguous,review_required,unresolved
563,solifenacin,CIDm00154058,resolved,CHEMBL1734,"[""CHEMBL1734""]",multiple_structure_matches,"[""CHEMBL1200803"",""CHEMBL1734""]","[""CHEMBL1734""]",CHEMBL1734,confirmed_name_structure,very_high,resolved
